Source Node,Destination Node,Out_d_source,in_d_source,out_d_dest, in_d_dest,Transitive_frnds,Out_d_common_frnds,in_d_common_frnds,Total_frnds,Jaccard_coeff,cosine
2607822.0,4362893.0,106.0,14.0,0.0,14.0,0.0,0.0,0.0,122.0,0.0,0.0
1606185.0,3693868.0,1930.0,22.0,0.0,14.0,0.0,0.0,0.0,1946.0,0.0,0.0
2245172.0,4670041.0,166.0,11.0,0.0,36.0,8.0,0.0,2.0,197.0,0.01015228426395939,0.00031387319522912746
1668501.0,618303.0,13949.0,212.0,0.0,12.0,2.0,0.0,0.0,13969.0,0.0,0.0
4801585.0,1889842.0,196.0,63.0,0.0,10.0,0.0,0.0,0.0,221.0,0.0,0.0
4461666.0,3254522.0,124.0,19.0,0.0,10.0,0.0,0.0,0.0,138.0,0.0,0.0
622210.0,4323012.0,10283.0,53.0,0.0,9.0,0.0,0.0,2.0,10334.0,0.00019353590090961874,2.149982800137599e-05
2988815.0,1276204.0,111.0,7.0,0.0,19.0,0.0,0.0,0.0,131.0,0.0,0.0
3364505.0,3274350.0,276.0,129.0,271.0,68.0,1.0,6.0,0.0,704.0,0.008522727272727272,4.3701518627772313e-05
2842255.0,2202632.0,1242.0,108.0,0.0,24.0,3.0,0.0,2.0,1265.0,0.0015810276679841897,6.17283950617284e-05
121165.0,442888.0,728.0,135.0,2819.0,671.0,39.0,97.0,31.0,3675.0,0.034829931972789115,4.249851421210079e-05
1902150.0,1982099.0,3358.0,341.0,0.0,9.0,3.0,0.0,1.0,3389.0,0.00029507229271171436,3.0038148448529632e-05
2504780.0,4425830.0,446.0,20.0,0.0,14.0,1.0,0.0,0.0,462.0,0.0,0.0
3515936.0,2226043.0,146.0,13.0,332.0,19.0,3.0,36.0,3.0,449.0,0.08685968819599109,0.0006988120195667365
1341663.0,194531.0,1896.0,36.0,0.0,34.0,1.0,0.0,1.0,1935.0,0.0005167958656330749,1.5223480696626477e-05
2374063.0,1540939.0,3082.0,17.0,0.0,27.0,0.0,0.0,0.0,3110.0,0.0,0.0
2695970.0,324371.0,215.0,36.0,0.0,27.0,0.0,0.0,0.0,250.0,0.0,0.0
1274819.0,817807.0,141.0,61.0,0.0,31.0,12.0,0.0,11.0,174.0,0.06321839080459771,0.0017566272756307888
4468501.0,2589502.0,236.0,53.0,0.0,12.0,0.0,0.0,0.0,267.0,0.0,0.0
1966104.0,1534358.0,312.0,64.0,0.0,15.0,5.0,0.0,6.0,346.0,0.017341040462427744,0.0010638297872340426
1572188.0,3772110.0,179.0,43.0,0.0,13.0,4.0,0.0,5.0,212.0,0.02358490566037736,0.0017325017325017325
1482448.0,879551.0,2050.0,72.0,0.0,16.0,0.0,0.0,0.0,2072.0,0.0,0.0
3798266.0,3250266.0,724.0,41.0,0.0,178.0,9.0,0.0,8.0,894.0,0.008948545861297539,5.875009179701843e-05
2882521.0,4435631.0,540.0,70.0,0.0,15.0,0.0,0.0,0.0,561.0,0.0,0.0
1955890.0,1300444.0,125.0,5.0,187.0,2337.0,15.0,9.0,3.0,2599.0,0.00461716044632551,3.657198585883214e-05
1085636.0,4123956.0,282.0,6.0,0.0,34.0,2.0,0.0,1.0,317.0,0.0031545741324921135,0.00010212418300653595
4684414.0,4845022.0,104.0,167.0,0.0,20.0,9.0,0.0,16.0,248.0,0.06451612903225806,0.002952029520295203
4198340.0,1994408.0,114.0,15.0,0.0,15.0,0.0,0.0,0.0,135.0,0.0,0.0
1052373.0,1524617.0,319.0,21.0,0.0,29.0,0.0,0.0,0.0,353.0,0.0,0.0
1107132.0,4400100.0,173.0,13.0,0.0,10.0,0.0,0.0,0.0,190.0,0.0,0.0
2834620.0,2365452.0,247.0,93.0,0.0,11.0,0.0,0.0,1.0,308.0,0.003246753246753247,0.00026737967914438503
3095002.0,3531912.0,111.0,17.0,11317.0,324.0,1.0,2.0,1.0,11453.0,0.00026194010302977384,2.0133579589382353e-06
4247378.0,470816.0,219.0,23.0,0.0,31.0,0.0,0.0,0.0,253.0,0.0,0.0
3007914.0,2226132.0,248.0,12.0,0.0,11.0,1.0,0.0,1.0,259.0,0.003861003861003861,0.00034965034965034965
4319217.0,1258807.0,194.0,36.0,159.0,17.0,0.0,3.0,0.0,354.0,0.00847457627118644,7.41106719367589e-05
1935587.0,3619393.0,1896.0,37.0,0.0,23.0,1.0,0.0,1.0,1920.0,0.0005208333333333333,2.249263366247554e-05
204136.0,2477968.0,190.0,39.0,0.0,6.0,0.0,0.0,0.0,197.0,0.0,0.0
3545507.0,520075.0,134.0,117.0,0.0,76.0,9.0,0.0,12.0,282.0,0.0425531914893617,0.0006290626965820927
4343231.0,438423.0,247.0,184.0,0.0,34.0,14.0,0.0,21.0,339.0,0.061946902654867256,0.0014330558209362631
3930338.0,2339235.0,575.0,47.0,0.0,5.0,0.0,0.0,0.0,580.0,0.0,0.0
434102.0,2020343.0,190.0,13.0,0.0,76.0,6.0,0.0,1.0,266.0,0.0037593984962406013,6.481721545242416e-05
2841469.0,1912577.0,498.0,15.0,0.0,71.0,3.0,0.0,0.0,567.0,0.0,0.0
1133386.0,1330807.0,544.0,17.0,0.0,36.0,0.0,0.0,0.0,583.0,0.0,0.0
507674.0,1680115.0,282.0,8.0,0.0,44.0,2.0,0.0,0.0,330.0,0.0,0.0
2606606.0,2313561.0,1325.0,84.0,0.0,11.0,1.0,0.0,0.0,1344.0,0.0,0.0
2904937.0,451547.0,200.0,35.0,217.0,191.0,11.0,15.0,10.0,509.0,0.04911591355599214,0.00026074259491030456
4196763.0,4467555.0,817.0,96.0,0.0,5.0,0.0,0.0,0.0,832.0,0.0,0.0
196088.0,1339385.0,197.0,5.0,0.0,23.0,0.0,0.0,0.0,221.0,0.0,0.0
647588.0,302078.0,16383.0,1478.0,0.0,10.0,2.0,0.0,7.0,17546.0,0.0003989513279379916,3.919153462852024e-05
2459058.0,1559604.0,682.0,167.0,0.0,253.0,30.0,0.0,43.0,962.0,0.0446985446985447,0.00020018901567526548
1749447.0,163475.0,530.0,29.0,0.0,19.0,0.0,0.0,0.0,556.0,0.0,0.0
3016798.0,2030365.0,126.0,17.0,0.0,8.0,0.0,0.0,0.0,150.0,0.0,0.0
4230771.0,2370292.0,334.0,7.0,0.0,51.0,0.0,0.0,0.0,390.0,0.0,0.0
2245937.0,1233457.0,2224.0,39.0,0.0,47.0,8.0,0.0,2.0,2267.0,0.000882223202470225,1.8803884882616748e-05
3894518.0,672638.0,196.0,14.0,0.0,121.0,11.0,0.0,6.0,307.0,0.019543973941368076,0.0002361275088547816
615701.0,626552.0,371.0,2.0,0.0,7.0,0.0,0.0,0.0,379.0,0.0,0.0
2062408.0,2614120.0,16383.0,690.0,0.0,61.0,19.0,0.0,26.0,16699.0,0.001556979459847895,2.496512084558785e-05
3213764.0,2488563.0,113.0,75.0,353.0,140.0,4.0,14.0,11.0,598.0,0.04180602006688963,0.00026973371887272884
2676416.0,1112377.0,188.0,58.0,0.0,38.0,0.0,0.0,0.0,258.0,0.0,0.0
1962439.0,3139256.0,277.0,52.0,0.0,9.0,1.0,0.0,0.0,295.0,0.0,0.0
2028186.0,3746365.0,1522.0,211.0,0.0,38.0,3.0,0.0,2.0,1604.0,0.0012468827930174563,3.0370212895192397e-05
2236405.0,2750278.0,110.0,8.0,0.0,21.0,0.0,0.0,0.0,137.0,0.0,0.0
1831793.0,3355105.0,174.0,32.0,0.0,11.0,0.0,0.0,0.0,197.0,0.0,0.0
3548922.0,2477687.0,177.0,68.0,0.0,11.0,0.0,0.0,0.0,256.0,0.0,0.0
386650.0,4348098.0,3036.0,439.0,0.0,45.0,11.0,0.0,13.0,3225.0,0.004031007751937985,8.313349320543566e-05
1585169.0,2672633.0,310.0,43.0,0.0,11.0,0.0,0.0,0.0,340.0,0.0,0.0
1722727.0,3257325.0,941.0,161.0,0.0,263.0,0.0,0.0,0.0,1286.0,0.0,0.0
3945866.0,4782665.0,238.0,208.0,0.0,43.0,0.0,0.0,0.0,432.0,0.0,0.0
2743514.0,726608.0,196.0,22.0,0.0,61.0,0.0,0.0,0.0,257.0,0.0,0.0
831017.0,3753137.0,980.0,27.0,0.0,9.0,0.0,0.0,0.0,991.0,0.0,0.0
2702029.0,553110.0,263.0,45.0,0.0,40.0,0.0,0.0,1.0,328.0,0.003048780487804878,8.116883116883117e-05
4129071.0,440183.0,154.0,12.0,0.0,58.0,0.0,0.0,0.0,218.0,0.0,0.0
307191.0,4091429.0,1224.0,94.0,0.0,78.0,8.0,0.0,6.0,1295.0,0.004633204633204633,5.836348780203105e-05
2499403.0,467282.0,172.0,21.0,0.0,216.0,1.0,0.0,0.0,391.0,0.0,0.0
3872314.0,3289671.0,394.0,19.0,0.0,9.0,0.0,0.0,0.0,407.0,0.0,0.0
866323.0,4290843.0,241.0,17.0,0.0,10.0,0.0,0.0,0.0,251.0,0.0,0.0
4147083.0,3671298.0,1217.0,80.0,0.0,49.0,8.0,0.0,5.0,1265.0,0.003952569169960474,7.867449215615314e-05
469799.0,3329273.0,199.0,57.0,0.0,18.0,1.0,0.0,1.0,257.0,0.0038910505836575876,0.00021701388888888888
4314761.0,1386279.0,668.0,193.0,0.0,10.0,1.0,0.0,1.0,774.0,0.0012919896640826874,0.00011614401858304297
1205060.0,3802769.0,189.0,43.0,0.0,36.0,0.0,0.0,0.0,237.0,0.0,0.0
899113.0,4677526.0,1545.0,48.0,0.0,21.0,6.0,0.0,5.0,1562.0,0.003201024327784891,0.0001494634262995845
481960.0,2592360.0,112.0,71.0,0.0,8.0,0.0,0.0,0.0,176.0,0.0,0.0
2672688.0,3313674.0,188.0,97.0,1721.0,226.0,17.0,55.0,19.0,1885.0,0.039257294429708225,0.00013335856333180151
439611.0,2042466.0,6616.0,124.0,0.0,29.0,0.0,0.0,0.0,6666.0,0.0,0.0
636860.0,989789.0,182.0,58.0,0.0,8.0,0.0,0.0,0.0,209.0,0.0,0.0
4290128.0,1064152.0,184.0,89.0,0.0,21.0,0.0,0.0,0.0,258.0,0.0,0.0
1031450.0,2105773.0,16383.0,894.0,0.0,47.0,2.0,0.0,16.0,17212.0,0.0009295840111550081,1.970397244399454e-05
2851347.0,3679031.0,196.0,123.0,1059.0,212.0,20.0,50.0,40.0,1331.0,0.067618332081142,0.00022197613016680274
3901839.0,1889296.0,707.0,64.0,0.0,10.0,0.0,0.0,0.0,752.0,0.0,0.0
2655450.0,4281357.0,1165.0,105.0,16383.0,213.0,2.0,34.0,2.0,17615.0,0.002043712744819756,1.7080294464276564e-06
1793836.0,2672244.0,684.0,189.0,0.0,8.0,0.0,0.0,0.0,741.0,0.0,0.0
1365878.0,2612392.0,106.0,26.0,427.0,1330.0,7.0,3.0,12.0,1690.0,0.008875739644970414,6.467635949707663e-05
1527395.0,2317624.0,137.0,219.0,78.0,291.0,7.0,2.0,11.0,597.0,0.021775544388609715,9.896166377394112e-05
729956.0,2751213.0,1474.0,56.0,0.0,21.0,2.0,0.0,0.0,1516.0,0.0,0.0
1309158.0,1444825.0,726.0,11.0,0.0,19.0,0.0,0.0,0.0,746.0,0.0,0.0
3799773.0,6780.0,1802.0,31.0,0.0,11.0,0.0,0.0,0.0,1819.0,0.0,0.0
357487.0,3373208.0,553.0,261.0,0.0,16.0,0.0,0.0,0.0,726.0,0.0,0.0
3808250.0,80825.0,128.0,14.0,0.0,6.0,0.0,0.0,0.0,136.0,0.0,0.0
3761181.0,1703044.0,1314.0,218.0,0.0,22.0,12.0,0.0,13.0,1357.0,0.009579955784819455,0.00038571089484927605
2001152.0,3633532.0,289.0,79.0,0.0,10.0,0.0,0.0,0.0,301.0,0.0,0.0
1690711.0,1797054.0,926.0,167.0,0.0,33.0,3.0,0.0,0.0,1033.0,0.0,0.0
4039456.0,323790.0,773.0,173.0,2002.0,388.0,66.0,128.0,64.0,2705.0,0.0709796672828096,8.492043132502411e-05
4396886.0,4378623.0,2222.0,101.0,0.0,19.0,7.0,0.0,5.0,2278.0,0.0021949078138718174,0.00011328363957677233
4437115.0,1826440.0,179.0,17.0,0.0,20.0,0.0,0.0,0.0,207.0,0.0,0.0
2735051.0,1118122.0,2178.0,111.0,0.0,171.0,9.0,0.0,9.0,2341.0,0.003844510892780863,2.2993262973948632e-05
2720697.0,4226710.0,16383.0,1944.0,0.0,13.0,0.0,0.0,0.0,18242.0,0.0,0.0
3208666.0,161375.0,2290.0,144.0,0.0,8.0,2.0,0.0,1.0,2364.0,0.00042301184433164127,5.135579293344289e-05
1298791.0,934881.0,150.0,110.0,124.0,45.0,17.0,24.0,24.0,289.0,0.16608996539792387,0.0010923987255348202
1722356.0,282464.0,456.0,40.0,0.0,11.0,0.0,0.0,0.0,477.0,0.0,0.0
24056.0,3673221.0,130.0,46.0,0.0,8.0,0.0,0.0,0.0,153.0,0.0,0.0
4124331.0,211298.0,775.0,154.0,0.0,18.0,0.0,0.0,1.0,820.0,0.0012195121951219512,5.9801459155603396e-05
2881138.0,1175131.0,138.0,48.0,386.0,92.0,2.0,12.0,1.0,576.0,0.022569444444444444,0.00014621856300895309
1512362.0,1728669.0,163.0,22.0,0.0,21.0,0.0,0.0,0.0,193.0,0.0,0.0
1170427.0,4236211.0,292.0,21.0,0.0,35.0,1.0,0.0,1.0,339.0,0.0029498525073746312,9.128251939753537e-05
3685936.0,3732869.0,374.0,17.0,0.0,9.0,1.0,0.0,0.0,382.0,0.0,0.0
4212588.0,277696.0,1809.0,72.0,0.0,41.0,11.0,0.0,0.0,1842.0,0.0,0.0
2937543.0,2979192.0,282.0,74.0,0.0,12.0,1.0,0.0,2.0,314.0,0.006369426751592357,0.00046816479400749064
664314.0,857642.0,16383.0,298.0,0.0,16.0,3.0,0.0,1.0,16528.0,6.050338818973863e-05,3.7467777711168395e-06
161130.0,3566637.0,478.0,48.0,0.0,22.0,0.0,0.0,0.0,529.0,0.0,0.0
4258113.0,2655578.0,226.0,69.0,0.0,14.0,0.0,0.0,0.0,285.0,0.0,0.0
3878706.0,1321259.0,117.0,2.0,0.0,13.0,0.0,0.0,0.0,131.0,0.0,0.0
542719.0,4121875.0,186.0,83.0,0.0,131.0,5.0,0.0,6.0,367.0,0.01634877384196185,0.00017026589857827975
113142.0,3628510.0,3378.0,180.0,0.0,12.0,2.0,0.0,1.0,3405.0,0.0002936857562408223,2.3421397789020048e-05
596714.0,32322.0,411.0,370.0,0.0,8.0,0.0,0.0,0.0,682.0,0.0,0.0
3085194.0,386340.0,430.0,30.0,0.0,80.0,1.0,0.0,0.0,520.0,0.0,0.0
33774.0,537572.0,1507.0,71.0,0.0,22.0,13.0,0.0,5.0,1520.0,0.003289473684210526,0.00014402580942504898
4339808.0,879792.0,111.0,27.0,0.0,11.0,0.0,0.0,0.0,125.0,0.0,0.0
4115972.0,4326138.0,207.0,129.0,0.0,13.0,0.0,0.0,0.0,292.0,0.0,0.0
640470.0,1828795.0,1422.0,18.0,0.0,58.0,6.0,0.0,1.0,1479.0,0.000676132521974307,1.1973180076628353e-05
1006941.0,1774450.0,146.0,4.0,0.0,9.0,0.0,0.0,0.0,155.0,0.0,0.0
1769107.0,1858612.0,130.0,42.0,0.0,80.0,5.0,0.0,4.0,209.0,0.019138755980861243,0.00029069767441860465
2906151.0,4797492.0,239.0,40.0,0.0,27.0,0.0,0.0,1.0,288.0,0.003472222222222222,0.00013274923669188903
264508.0,679384.0,1943.0,167.0,528.0,60.0,27.0,101.0,13.0,2413.0,0.047244094488188976,9.188509527033563e-05
1540544.0,1093078.0,374.0,76.0,0.0,6.0,0.0,0.0,0.0,416.0,0.0,0.0
4545348.0,3118255.0,638.0,17.0,0.0,7.0,0.0,0.0,0.0,646.0,0.0,0.0
1297118.0,2074181.0,486.0,77.0,0.0,34.0,0.0,0.0,0.0,526.0,0.0,0.0
2025201.0,954828.0,697.0,36.0,0.0,10.0,0.0,0.0,0.0,711.0,0.0,0.0
201265.0,2018405.0,772.0,46.0,0.0,29.0,0.0,0.0,0.0,811.0,0.0,0.0
4283986.0,1153747.0,1226.0,252.0,6014.0,478.0,16.0,114.0,30.0,7284.0,0.019769357495881382,1.5007541289497972e-05
3541425.0,2493580.0,1951.0,43.0,0.0,55.0,1.0,0.0,0.0,2005.0,0.0,0.0
2813143.0,2769197.0,526.0,42.0,0.0,15.0,0.0,0.0,0.0,556.0,0.0,0.0
4362722.0,1415976.0,852.0,59.0,0.0,50.0,4.0,0.0,2.0,914.0,0.002188183807439825,4.3907793633369924e-05
2778817.0,1281197.0,115.0,17.0,0.0,17.0,0.0,0.0,0.0,138.0,0.0,0.0
4433237.0,1509498.0,380.0,8.0,125.0,419.0,17.0,10.0,0.0,849.0,0.011778563015312132,4.7377198302001214e-05
3239131.0,1520635.0,163.0,7.0,0.0,68.0,0.0,0.0,0.0,231.0,0.0,0.0
3299784.0,316221.0,1072.0,108.0,0.0,190.0,2.0,0.0,7.0,1307.0,0.005355776587605203,3.12221231043711e-05
1900005.0,481193.0,590.0,47.0,1291.0,555.0,10.0,8.0,8.0,2254.0,0.00709849157054126,1.3606576058208933e-05
2350245.0,2143447.0,668.0,58.0,0.0,21.0,5.0,0.0,3.0,708.0,0.00423728813559322,0.0001967729240456513
1809722.0,3672308.0,219.0,21.0,714.0,136.0,1.0,12.0,0.0,1032.0,0.011627906976744186,5.882352941176471e-05
326421.0,4438991.0,159.0,46.0,0.0,9.0,9.0,0.0,9.0,164.0,0.054878048780487805,0.004878048780487805
3704431.0,4500410.0,7928.0,238.0,0.0,81.0,5.0,0.0,3.0,8182.0,0.00036665851869958444,4.535517638628097e-06
757058.0,2676815.0,755.0,68.0,0.0,53.0,5.0,0.0,3.0,812.0,0.003694581280788177,6.877736766088173e-05
2556122.0,4529278.0,1010.0,111.0,0.0,48.0,1.0,0.0,1.0,1078.0,0.0009276437847866419,1.8584597085935175e-05
980070.0,1603653.0,3037.0,167.0,0.0,15.0,2.0,0.0,2.0,3059.0,0.0006538084341288003,4.161464835622139e-05
1525911.0,2832724.0,542.0,128.0,0.0,121.0,10.0,0.0,9.0,683.0,0.013177159590043924,0.00011101517207351671
241243.0,3011285.0,253.0,11.0,6554.0,1046.0,3.0,3.0,1.0,7610.0,0.0005256241787122207,1.9936204146730465e-06
235538.0,1157658.0,2805.0,210.0,0.0,246.0,14.0,0.0,6.0,3103.0,0.0019336126329358686,8.089633135137322e-06
3942038.0,3660089.0,359.0,105.0,0.0,33.0,2.0,0.0,1.0,390.0,0.002564102564102564,6.530825496342738e-05
4710381.0,1792868.0,269.0,134.0,0.0,55.0,0.0,0.0,0.0,361.0,0.0,0.0
1051323.0,144491.0,182.0,28.0,0.0,19.0,0.0,0.0,0.0,216.0,0.0,0.0
4854420.0,1501545.0,143.0,13.0,539.0,1245.0,2.0,0.0,2.0,1844.0,0.0010845986984815619,7.186386110152926e-06
1950572.0,3614106.0,1727.0,67.0,0.0,4.0,0.0,0.0,0.0,1738.0,0.0,0.0
4365088.0,1112461.0,102.0,14.0,0.0,15.0,0.0,0.0,0.0,119.0,0.0,0.0
337681.0,865644.0,231.0,121.0,0.0,40.0,8.0,0.0,12.0,347.0,0.0345821325648415,0.0008522727272727272
4781345.0,365606.0,509.0,15.0,40.0,10.0,0.0,2.0,0.0,552.0,0.0036231884057971015,7.633587786259542e-05
1569791.0,1226761.0,491.0,28.0,0.0,11.0,1.0,0.0,3.0,504.0,0.005952380952380952,0.0005254860746190226
3945678.0,4232431.0,195.0,13.0,0.0,5.0,1.0,0.0,2.0,204.0,0.00980392156862745,0.0019230769230769232
2890679.0,4269938.0,243.0,111.0,0.0,11.0,0.0,0.0,0.0,320.0,0.0,0.0
461600.0,2661831.0,944.0,47.0,0.0,49.0,1.0,0.0,1.0,995.0,0.0010050251256281408,2.0593504808583374e-05
4531953.0,3724735.0,201.0,22.0,0.0,29.0,1.0,0.0,1.0,238.0,0.004201680672268907,0.00015463120457708364
3938254.0,681110.0,487.0,57.0,0.0,38.0,3.0,0.0,2.0,531.0,0.003766478342749529,9.674922600619196e-05
2528377.0,4694380.0,128.0,67.0,0.0,16.0,4.0,0.0,6.0,170.0,0.03529411764705882,0.0019230769230769232
2240033.0,3264477.0,105.0,21.0,0.0,73.0,0.0,0.0,0.0,179.0,0.0,0.0
3600170.0,2223027.0,116.0,18.0,0.0,16.0,0.0,0.0,0.0,135.0,0.0,0.0
20698.0,1391314.0,147.0,61.0,0.0,15.0,0.0,0.0,0.0,170.0,0.0,0.0
2563268.0,2356379.0,127.0,7.0,0.0,25.0,1.0,0.0,0.0,157.0,0.0,0.0
1990065.0,1760490.0,581.0,243.0,0.0,28.0,9.0,0.0,12.0,729.0,0.01646090534979424,0.0005201109570041609
1756550.0,3426722.0,6085.0,121.0,0.0,154.0,17.0,0.0,11.0,6231.0,0.0017653667148130317,1.1509599005570646e-05
2561594.0,4513071.0,176.0,15.0,0.0,12.0,0.0,0.0,1.0,197.0,0.005076142131979695,0.0004363001745200698
2170501.0,2002591.0,163.0,103.0,0.0,16.0,0.0,0.0,0.0,257.0,0.0,0.0
4380534.0,4800050.0,229.0,20.0,16383.0,551.0,4.0,12.0,2.0,17008.0,0.0008231420507996237,3.3202373685126714e-06
2808436.0,1413735.0,863.0,95.0,0.0,13.0,0.0,0.0,1.0,921.0,0.0010857763300760044,8.029548739360848e-05
2310397.0,3380999.0,152.0,19.0,0.0,18.0,0.0,0.0,0.0,170.0,0.0,0.0
1645174.0,3370195.0,1161.0,81.0,0.0,19.0,0.0,0.0,0.0,1207.0,0.0,0.0
3939433.0,629511.0,571.0,93.0,0.0,45.0,3.0,0.0,0.0,633.0,0.0,0.0
3670038.0,1347210.0,345.0,54.0,0.0,11.0,0.0,0.0,0.0,370.0,0.0,0.0
2953364.0,3072748.0,1246.0,53.0,0.0,9.0,0.0,0.0,0.0,1255.0,0.0,0.0
4166872.0,263856.0,3665.0,415.0,0.0,13.0,5.0,0.0,4.0,3698.0,0.001081665765278529,7.541478129713424e-05
1655574.0,835654.0,539.0,33.0,0.0,12.0,0.0,0.0,0.0,557.0,0.0,0.0
3630204.0,2316951.0,314.0,39.0,0.0,27.0,1.0,0.0,1.0,358.0,0.002793296089385475,0.00010492078480747036
1634105.0,3230863.0,109.0,6.0,0.0,10.0,0.0,0.0,0.0,124.0,0.0,0.0
4844884.0,3362158.0,220.0,21.0,0.0,21.0,0.0,0.0,0.0,251.0,0.0,0.0
4353021.0,871586.0,287.0,22.0,0.0,12.0,0.0,0.0,0.0,308.0,0.0,0.0
3719298.0,1594305.0,146.0,9.0,0.0,7.0,0.0,0.0,0.0,157.0,0.0,0.0
4815956.0,2140581.0,5933.0,127.0,0.0,11.0,2.0,0.0,2.0,5963.0,0.000335401643468053,3.0003000300030004e-05
4115528.0,904955.0,217.0,99.0,0.0,10.0,0.0,0.0,0.0,271.0,0.0,0.0
4481903.0,4631846.0,177.0,49.0,0.0,15.0,0.0,0.0,0.0,212.0,0.0,0.0
2523080.0,3178485.0,469.0,28.0,0.0,10.0,3.0,0.0,2.0,479.0,0.0041753653444676405,0.00040241448692152917
1304372.0,3451965.0,1468.0,117.0,16383.0,784.0,25.0,35.0,27.0,18474.0,0.00335606798744181,2.2785995947400367e-06
3551150.0,4839337.0,1841.0,285.0,0.0,279.0,89.0,0.0,79.0,2047.0,0.03859306301905227,0.0001331863226076196
4158762.0,1910630.0,111.0,8.0,0.0,30.0,1.0,0.0,1.0,142.0,0.007042253521126761,0.00028011204481792715
480893.0,2438622.0,307.0,159.0,0.0,68.0,0.0,0.0,1.0,475.0,0.002105263157894737,3.155768745266347e-05
4629123.0,260600.0,245.0,34.0,0.0,28.0,0.0,0.0,0.0,282.0,0.0,0.0
2143139.0,3990839.0,238.0,801.0,0.0,8.0,1.0,0.0,2.0,959.0,0.0020855057351407717,0.00024061597690086623
814062.0,714060.0,316.0,58.0,0.0,9.0,0.0,0.0,0.0,356.0,0.0,0.0
2877348.0,118588.0,573.0,280.0,399.0,259.0,59.0,59.0,79.0,1142.0,0.12084063047285463,0.0002458692189554478
